ProtocolType,NetworkType,NetworkSize,TTL,Repeats,Size,TableSize
ZPRUNE,AddIn,4749,1,2,3001,36.8723404255319
ZPRUNE,AddIn,4749,1,3,3001,36.8723404255319
ZPRUNE,AddIn,4749,2,1,3001,36.8723404255319
ZPRUNE,AddIn,4749,2,2,3001,36.8723404255319
ZPRUNE,AddIn,4749,2,3,3001,36.8723404255319
ZPRUNE,AddIn,4749,3,1,3001,36.8723404255319
ZPRUNE,AddIn,4749,3,2,3001,36.8723404255319
ZPRUNE,AddIn,4749,3,3,3001,36.8723404255319
DSDV,AddIn,5249,NAN,1,3501,4471.76923076923
DSDV,AddIn,5249,NAN,2,3501,4471.76923076923
DSDV,AddIn,5249,NAN,3,3501,4471.76923076923
DSR,AddIn,5249,0,1,3501,1948.49038461538
DSR,AddIn,5249,0,2,3501,2345.25961538462
DSR,AddIn,5249,0,3,3501,2637.50961538462
DSR,AddIn,5249,1,1,3501,2909.03846153846
DSR,AddIn,5249,1,2,3501,3093.68269230769
DSR,AddIn,5249,1,3,3501,3171.39423076923
DSR,AddIn,5249,2,1,3501,3225.44230769231
DSR,AddIn,5249,2,2,3501,3293.52884615385
DSR,AddIn,5249,2,3,3501,3314.19230769231
DSR,AddIn,5249,3,1,3501,3404.375
DSR,AddIn,5249,3,2,3501,3442.55769230769
DSR,AddIn,5249,3,3,3501,3455.14423076923
ZRP,AddIn,5249,0,1,3501,4387.71153846154
ZRP,AddIn,5249,0,2,3501,4387.71153846154
ZRP,AddIn,5249,0,3,3501,4387.71153846154
ZRP,AddIn,5249,1,1,3501,4387.71153846154
ZRP,AddIn,5249,1,2,3501,4387.71153846154
ZRP,AddIn,5249,1,3,3501,4387.71153846154
ZRP,AddIn,5249,2,1,3501,4387.71153846154
ZRP,AddIn,5249,2,2,3501,4387.71153846154
ZRP,AddIn,5249,2,3,3501,4387.71153846154
ZRP,AddIn,5249,3,1,3501,4387.71153846154
ZRP,AddIn,5249,3,2,3501,4387.71153846154
ZRP,AddIn,5249,3,3,3501,4387.71153846154
ZPRUNE,AddIn,5249,0,1,3501,38.0673076923077
ZPRUNE,AddIn,5249,0,2,3501,38.0673076923077
ZPRUNE,AddIn,5249,0,3,3501,38.0673076923077
ZPRUNE,AddIn,5249,1,1,3501,38.0673076923077
ZPRUNE,AddIn,5249,1,2,3501,38.0673076923077
ZPRUNE,AddIn,5249,1,3,3501,38.0673076923077
ZPRUNE,AddIn,5249,2,1,3501,38.0673076923077
ZPRUNE,AddIn,5249,2,2,3501,38.0673076923077
ZPRUNE,AddIn,5249,2,3,3501,38.0673076923077
ZPRUNE,AddIn,5249,3,1,3501,38.0673076923077
ZPRUNE,AddIn,5249,3,2,3501,38.0673076923077
ZPRUNE,AddIn,5249,3,3,3501,38.0673076923077
DSDV,AddIn,5749,NAN,1,4001,4926.4649122807
DSDV,AddIn,5749,NAN,2,4001,4926.4649122807
DSDV,AddIn,5749,NAN,3,4001,4926.4649122807
DSR,AddIn,5749,0,1,4001,2201.81578947368
DSR,AddIn,5749,0,2,4001,2612.19298245614
DSR,AddIn,5749,0,3,4001,2918.83333333333
DSR,AddIn,5749,1,1,4001,3009.9298245614
DSR,AddIn,5749,1,2,4001,3242.0350877193
DSR,AddIn,5749,1,3,4001,3388.43859649123
DSR,AddIn,5749,2,1,4001,3535.49122807018
DSR,AddIn,5749,2,2,4001,3720.48245614035
DSR,AddIn,5749,2,3,4001,3759.83333333333
DSR,AddIn,5749,3,1,4001,3847.24561403509
DSR,AddIn,5749,3,2,4001,3891.30701754386
DSR,AddIn,5749,3,3,4001,3957.32456140351
