03e9e0f9aaba1ccbb702e3f862b8eddae3f2d55944595fb09d758fedf18cc385a5C0,4
0312c53f40de91c5a1a64126a0f205116d4ce397ebefdb58e7593ac48e47070dfdC0,3
028e5a8e86540f703e1f58880d35d1e318a54c27d84ec1edbcde04a78ed4469a1eC0,4
02bf6b396a501096d3695aa74a234a4f267e595db29838445d6a98a8a744a6853dC0,6
03a8f92735a6e7aac231ec46d51f0b9e84aeed6ce8abd76431849b4e76e9745bfbC0,13
034d11119748816bac2e5f2b4f3127e05d783e39b6e9b65b8db9920ec553506301C0,17
033ec518c6ad5b565a89215d9f59c9d6dd2ca3d757b4c8fc4ea28eeeb0996ff837C0,5
0387881308547507ca6ba7f6619d86193c8b8c09c7c62f6fa61b16b3e740550dc9C0,2
03de64ce5647115baf92a7dada67c90f18f0e99a64330351c4bcdc595a32a4008dC0,1
0310ca652ed911674fcd468abb25d4dd7a9b8d6d94425cbcd2c4a6e062aa022991C0,18
03e8ba09559f195480ec95d9f233227eb64f60db739238cbcaab92fded35091ac7C0,2
029441be72bfeef4bee881b44f52a601726e5be7c5d6cf9bb8f4f20123ea524ff7C0,4
02370564de9a61a4180fdb96a7ef49e715abbe544a1f0196cfd86ef2c879e27853C0,4
03b120856422796689c2409443de00ad3b7129ce27aa75947277208b6b2aa40032C0,1
0258067cdaec3da34eef11ec80ed158422f20481bd2ad4d10d0b0951b6a3617f1cC0,6
02e40b82365cd2a3908a481b712ba09858a5dee4cac997351db6cbaa175129907bC0,2
039b2990bdc09b8176d101517bebab019ecd41b546d3e8fec8c19cd05bfdf9be7dC0,6
03dad9a13492773ac0775efe5b1474e70fe190fc9a2d64be2d0269f6c1b1c9a118C0,1
039a10dc5db159132dbe8dd5349a22a8fe7dcc690cf4229453616ceac9ce1fa6b4C0,2
03af34ca08b4959cb6977b98e2b1ca19ea388d77249f0e8ccca876cca2a9f9c857C0,1
02ad6fb8d693dc1e4569bcedefadf5f72a931ae027dc0f0c544b34c1c6f3b9a02bC0,384
023949b49e18512c757d7577f017470e281d640699a21cd91a2e9fc6e5b93ba59bC0,8
02267f6f4dbedb8bd75b81b4595dea2752a383b0d808b4fa0d2122b83b28f33ae9C0,2
0375eeda96bc619994ebf36b7e7bfcf4c7f2b08111070724fa6c69571db8481525C0,15
03c8c65e97f2db99f2823702ee1c5ba9234cb5ffe25bda1e1c667ff8f51a6139deC0,2
02a1fcb30a732ab07391d2ecfb5ea089faac2be89733e3bbbe384925142466c614C0,10
02787d5ede6b165480f66ef2c0cf01ca4659f53a706f943f901c6ebb8e2596ee7eC0,9
030fda9308585587b25677cdf31fb76eccd8ca93d1a9a24974204711bf11dbd3e6C0,13
02139c5dff8b1eb4acdc2cef82732384264304dd19190fac2786b1d1e81c154b8cC0,0
03f705765293164a2381fb6285866be715185af9ba18e2b15f8e454db4563fa0beC0,8
026fdb35e6c264ad8cbcb8b234bd8ef9245578d62e6aa84d29aebf7b14563f645fC0,1
03149e1e8b3f7a328b5e8847f478608f054de1ca4a1679bcf55039653e150a7093C0,12
03d833ee6dda01a810a51a8f62e555219cfc030eb5fc55647ad0ebad1401065d5dC0,2
026386510b766f74c2ef64261ad048989b398677ae162dff5eaeae91f9cf176087C0,6
0213f67b69faf7e4e8e45c030fa9b8caaa4ae475b0742d04ad51f93548c4c5b7f4C0,2
027c1755e7c8e82dfff623b2e7c5fd7f1b5e17d1fe8bf7719bc2858df00a284beeC0,3
0385f2f3971f1d257482e4169d3d25f71c81ab0075ed82959af8df2e329ea791b4C0,1
0217a35cca69da48752ffbfc4f14947897d87c4d63ad92dbde2dab112ef72211c1C0,18
024488eb80f1e4ddba96d9035e98771e29203e5bc9e774532d1a8b0373ad8d1630C0,1
025eabf4007c4aa22bac9cb02429b9d27021181f4a029be631a323280a9cde4f4bC0,7
0296080a081bdac871ecd64956016f03f6142699e6bb9c51a68d68ab33ecbf180dC0,2
02ed52257c30250760e03e2fe111f90c7e754b28a4bb4fb20d889e0fb5283b7134C0,5
026fe566f268b8e88512cfb8ffda1426416dde5f8bbf0badf43007165be0f2bf76C0,2
02d4531a2f2e6e5a9033d37d548cff4834a3898e74c3abe1985b493c42ebbd707dC0,14
02df404c8ed29e9766d6b820e1045d6be77da1a33291c3d19535b1eedb3a7c355fC0,8
024a49c204f32dcd3e4be37b12265091e556fad0b7fa4f2bd289064092a59acfc9C0,1
039f60e036aed5adb460cc0d6b409b605506faceac3a896e33771206112139c598C0,3
03b98a38e37d9f8ecec1568b7bc3090ff6fa2b18c6946eb631c72a300d55e76586C0,4
