03e9e0f9aaba1ccbb702e3f862b8eddae3f2d55944595fb09d758fedf18cc385a5,11
0312c53f40de91c5a1a64126a0f205116d4ce397ebefdb58e7593ac48e47070dfd,6
028e5a8e86540f703e1f58880d35d1e318a54c27d84ec1edbcde04a78ed4469a1e,6
02bf6b396a501096d3695aa74a234a4f267e595db29838445d6a98a8a744a6853d,11
03a8f92735a6e7aac231ec46d51f0b9e84aeed6ce8abd76431849b4e76e9745bfb,24
034d11119748816bac2e5f2b4f3127e05d783e39b6e9b65b8db9920ec553506301,20
033ec518c6ad5b565a89215d9f59c9d6dd2ca3d757b4c8fc4ea28eeeb0996ff837,13
0387881308547507ca6ba7f6619d86193c8b8c09c7c62f6fa61b16b3e740550dc9,11
03de64ce5647115baf92a7dada67c90f18f0e99a64330351c4bcdc595a32a4008d,14
0310ca652ed911674fcd468abb25d4dd7a9b8d6d94425cbcd2c4a6e062aa022991,31
03e8ba09559f195480ec95d9f233227eb64f60db739238cbcaab92fded35091ac7,9
029441be72bfeef4bee881b44f52a601726e5be7c5d6cf9bb8f4f20123ea524ff7,10
02370564de9a61a4180fdb96a7ef49e715abbe544a1f0196cfd86ef2c879e27853,7
03b120856422796689c2409443de00ad3b7129ce27aa75947277208b6b2aa40032,9
0258067cdaec3da34eef11ec80ed158422f20481bd2ad4d10d0b0951b6a3617f1c,14
02e40b82365cd2a3908a481b712ba09858a5dee4cac997351db6cbaa175129907b,7
039b2990bdc09b8176d101517bebab019ecd41b546d3e8fec8c19cd05bfdf9be7d,13
03dad9a13492773ac0775efe5b1474e70fe190fc9a2d64be2d0269f6c1b1c9a118,8
039a10dc5db159132dbe8dd5349a22a8fe7dcc690cf4229453616ceac9ce1fa6b4,10
03af34ca08b4959cb6977b98e2b1ca19ea388d77249f0e8ccca876cca2a9f9c857,10
02ad6fb8d693dc1e4569bcedefadf5f72a931ae027dc0f0c544b34c1c6f3b9a02b,389
023949b49e18512c757d7577f017470e281d640699a21cd91a2e9fc6e5b93ba59b,21
02267f6f4dbedb8bd75b81b4595dea2752a383b0d808b4fa0d2122b83b28f33ae9,11
0375eeda96bc619994ebf36b7e7bfcf4c7f2b08111070724fa6c69571db8481525,20
03c8c65e97f2db99f2823702ee1c5ba9234cb5ffe25bda1e1c667ff8f51a6139de,7
